instance,status,time,makespan,branches,conflicts
ft06,OPTIMAL,0.006573915481567383,55,1,0
ft10,OPTIMAL,1.2100920677185059,930,0,0
abz6,OPTIMAL,0.06429100036621094,943,0,0
la27,OPTIMAL,6.932891845703125,1235,19,0
ta31,FEASIBLE,300.0456371307373,1789,368,0
