instance,status,time,makespan,branches,conflicts
ft06,OPTIMAL,0.006210803985595703,55,0,0
ft10,OPTIMAL,5.325446844100952,930,3,0
abz6,OPTIMAL,0.173508882522583,943,1,0
la27,OPTIMAL,7.243786096572876,1235,16,0
ta31,FEASIBLE,300.0425353050232,1801,220,0
