instance,status,time,makespan,branches,conflicts
ft06,OPTIMAL,0.014648914337158203,55,184,10
ft10,FEASIBLE,300.0031969547272,1075,4707115,3477228
abz6,OPTIMAL,20.95655083656311,943,375201,171263
la27,FEASIBLE,300.0026180744171,1438,3697579,1553796
ta31,FEASIBLE,300.0022940635681,2455,7067513,881845
